"Event ID","행사명","행사 유형","시작일","종료일","개최 도시","세부 장소","영향 권역","Impact level","영향 예상 기간","규모 수치","규모 유형","수요 영향 근거","공식 출처 URL","최종 확인일","정보 상태","원본 조사 탭"
"EXA-008","2026 국회사무처 9급 공채 필기시험","Exam","2026-09-05","2026-09-05","서울","","서울권 국회사무처 지정 시험장","","2026-09-05","현재 공식 접수 규모 미확인; 전국 단위 지원자가 서울권에 집중되는 시험이라 숙박 수요 잠재력이 큼","추정/공개 규모","지역별 응시가 불가능하고 전국 지원자가 서울로 이동해야 하므로 규모 미확인 예외 포함 요건에 해당한다.","https://gosi.assembly.go.kr/","","Confirmed","Exam(Junwon)"
"EXA-009","2026년 제2회 선박안전관리사 자격시험","Exam","2026-09-12","2026-09-19","부산","","부산(영도)·인천·목포","","2026-09-12 ~ 2026-09-19","약 1,100명/회(해양수산부 2024년 제2회 공식 접수 1,141명 기준; 2026 실제 인원 미공개)","추정/공개 규모","전국 해운·선박 종사자가 3개 항만도시로 이동해야 하며, 필기와 면접이 1주 간격으로 별도 시행되어 각 시험 전날 숙박 수요가 생길 수 있음.","https://lems.seaman.or.kr/Lems/LAExamSchedule/selectLAExamScheduleView.do","","Tentative","Exam(Junwon)"
"EXA-010","2026 일반군무원 공개·경력경쟁채용 면접시험","Exam","2026-09-15","2026-09-18","서울","","서울·계룡/대전·진해 등 각 군 지정 면접 거점","Medium Impact","2026-09-15 ~ 2026-09-18","선발예정 2,646명; 면접 대상은 수천 명 규모","추정/공개 규모","17개 시도 생활권별 분산이 아닌 군별 거점 집결형 다일 일정으로 원거리 숙박 가능성이 있다.","https://www.mnd.go.kr/user/newsInUserRecord.action?id=mnd_020400000000&newsId=I_669&page=1&siteId=mnd","","Confirmed","Exam(Junwon)"
"EXA-011","2026 국가공무원 7급 공채 제2차시험","Exam","2026-09-19","2026-09-19","서울","","서울·부산·대구·광주·대전 5개 거점","","2026-09-19","선발예정 668명; 제2차 응시 대상은 668명 초과 규모","추정/공개 규모","비거점 지역 응시자가 5개 도시로 이동해야 해 전일 숙박 수요가 발생할 수 있다.","https://www.mpm.go.kr/mpm/etc/yearlySchedule/","","Confirmed","Exam(Junwon)"
"EXA-012","제61회 데이터아키텍처 준전문가(DAsP)","Exam","2026-09-19","2026-09-19","서울","","서울·대전·부산(2025 공식 운영 기준; 2026 세부 고사장은 접수 시 확정)","Medium Impact","2026-09-19","약 1,500~2,100명/회(2025 공식 고사장 접수 집계 1,493명·2,088명)","추정/공개 규모","3개 권역에만 시험장이 있어 전라·강원·제주 등 비개최권역 응시자의 장거리 이동과 전날 숙박 가능성이 뚜렷함.","https://www.dataq.or.kr/www/accept/schedule.do","","Confirmed","Exam(Junwon)"
"EXA-013","제66회 데이터아키텍처 전문가(DAP)","Exam","2026-09-19","2026-09-19","서울","","서울·대전·부산(2025 공식 운영 기준; 2026 세부 고사장은 접수 시 확정)","","2026-09-19","약 230명/회(2025 공식 고사장 접수 집계 230명·237명)","추정/공개 규모","수도권 외 응시자가 선택할 수 있는 비수도권 고사장이 대전·부산뿐이어서, 전라·강원·제주 등에서 장거리 이동과 전날 숙박이 발생할 수 있음.","https://www.dataq.or.kr/www/accept/schedule.do","","Confirmed","Exam(Junwon)"
"EXA-014","2026 국가공무원 5급 공채 제3차시험","Exam","2026-10-12","2026-10-14","","","수도권 인사혁신처 지정 면접장","Medium Impact","2026-10-12 ~ 2026-10-14","선발예정 341명; 면접 대상은 341명 이상 규모","추정/공개 규모","전국 합격자가 수도권 면접장으로 이동하는 다일 일정으로 숙박 연계성이 높다.","https://www.mpm.go.kr/mpm/comm/newsLetter/?boardId=bbs_0000000000000033&category=&cntId=246&mode=view&pageIdx=11","","Confirmed","Exam(Junwon)"
"EXA-015","제37회 데이터분석 전문가(ADP) 실기","Exam","2026-10-17","2026-10-17","서울","","서울·대전·부산(2025 공식 운영 기준; 2026 세부 고사장은 접수 시 확정)","","2026-10-17","약 270~350명/회(2025 공식 고사장 접수 집계 345명·270명)","추정/공개 규모","4시간 실기시험이 3개 권역에만 열려 비개최권역 응시자는 시험 전날 이동·숙박할 유인이 큼.","https://www.dataq.or.kr/www/accept/schedule.do","","Confirmed","Exam(Junwon)"
"EXA-016","제32회 법무사 제2차시험","Exam","2026-10-30","2026-10-31","서울","","서울권 단일 지정 시험장(세부 장소는 1차 합격자 발표 후 공고)","Medium Impact","2026-10-30 ~ 2026-10-31","약 700명대 예상(2026년 1차 약 420명 선발 + 전년도 합격·면제자; 2025년 2차 접수 749명 참고)","추정/공개 규모","전국 응시자가 서울권에서 금·토 이틀 연속 시험을 치러 1~2박 수요가 높음.","https://exam.scourt.go.kr/","","Confirmed","Exam(Junwon)"
"EXA-017","2026 국가공무원 7급 민간경력자 일괄채용 면접시험","Exam","2026-11-10","2026-11-13","","","수도권 인사혁신처 지정 면접장","Medium Impact","2026-11-10 ~ 2026-11-13","선발예정 170명; 면접 대상은 170명 초과 규모","추정/공개 규모","전국 경력 지원자의 수도권 이동과 다일 일정으로 원거리 숙박 수요가 예상된다.","https://www.mpm.go.kr/mpm/comm/newsPress/newsPressRelease/?boardId=bbs_0000000000000029&category=&cntId=4245&mode=view","","Confirmed","Exam(Junwon)"
"EXA-018","2026년 정기 제4회 해기사 국가자격시험","Exam","2026-11-14","2026-11-28","부산","","필기: 회차별 지역 공고 예정 / 면접: 부산·인천","Medium Impact","2026-11-14 ~ 2026-11-28","약 3,500명/회(해양수산부 2022년 정기 제2회 응시 예정 3,500여 명 기준; 2026 실제 인원 미공개)","추정/공개 규모","해양 종사자는 근무·거주지가 연안 전역에 분산되어 있고, 구술면접은 부산·인천 2곳으로 제한되며 필기와 다른 날짜에 다시 방문해야 해 숙박 연계 가능성이 높음.","https://lems.seaman.or.kr/Lems/LAExamSchedule/selectLAExamScheduleView.do","","Tentative","Exam(Junwon)"
"EXA-019","2026 국가공무원 7급 공채 제3차시험","Exam","2026-11-23","2026-11-26","","","수도권 인사혁신처 지정 면접장(추후 세부 공고)","Medium Impact","2026-11-23 ~ 2026-11-26","선발예정 668명; 면접 대상은 668명 초과 규모","추정/공개 규모","전국 필기 합격자가 수도권에 집결하는 다일 면접으로 숙박 연계성이 높다.","https://www.mpm.go.kr/mpm/etc/monthlySchedule/","","Confirmed","Exam(Junwon)"
"EXA-020","2026 전국 지역인재 9급 수습직원 면접시험","Exam","2026-12-02","2026-12-04","","","수도권 인사혁신처 지정 면접장(11월 세부 공고 예정)","Medium Impact","2026-12-02 ~ 2026-12-04","선발예정 260명; 면접 대상은 260명 초과 규모","추정/공개 규모","전국 고교 추천자가 수도권 면접장으로 이동하는 다일 일정이라 숙박 수요 잠재력이 있다.","https://www.mpm.go.kr/mpm/etc/monthlySchedule/","","Confirmed","Exam(Junwon)"
"GOV-001","제30회 부산바다축제","Government Event","2026-08-07","2026-08-13","부산","","부산","","2026-08-07 ~ 2026-08-13","","추정/공개 규모","여름 대표 해변 축제로 실제 숙박 수요 연계 가능성이 높음","https://festivalbusan.com/seafestival/","","Confirmed","Government Event(Heajung)"
"GOV-002","통영한산대첩축제","Government Event","2026-08-12","2026-08-16","통영","","통영","High Impact","2026-08-12 ~ 2026-08-16","약 30만 명","추정/공개 규모","지역 대표급 축제 성격으로 통영 체류 수요 유발 가능성 높음","https://www.hansanf.org/intro/info.php","","Confirmed","Government Event(Heajung)"
"GOV-003","수원화성문화제","Government Event","2026-10-04","2026-10-11","수원","","수원","High Impact","2026-10-04 ~ 2026-10-11","","추정/공개 규모","장기간 운영되는 대형 지역축제로 연휴/주말 체류 수요 가능","https://shfestival.com/index","","Confirmed","Government Event(Heajung)"
"GOV-004","신라문화제","Government Event","2026-10-09","2026-10-11","경주","","경주","","2026-10-09 ~ 2026-10-11","","추정/공개 규모","경주 목적지형 수요와 연결되기 쉬운 대표 행사","https://uapress.kr/event/gyeongju-silla-culture-festival/","","Confirmed","Government Event(Heajung)"
"GOV-005","2026년 섬 방문의 해 숙박지원 사업","Government Event","","","","","","High Impact","","","추정/공개 규모","정부지원형 체류 촉진 사업: 1박 이상 섬 여행 시 최대 10만 원 지원","https://www.mois.go.kr/frt/bbs/type010/commonSelectBoardArticle.do?bbsId=BBSMSTR_000000000008&nttId=126892","","Confirmed","Government Event(Heajung)"
"GOV-006","2026 여수세계섬박람회","Government Event","2026-09-05","2026-11-04","여수","","여수","","2026-09-05 ~ 2026-11-04","30개국 참여 / 200만 명 관람객 (예상)","추정/공개 규모","정부의 섬 관광 활성화 및 숙박지원 정책과 연계 가능 / 박람회 기간 체류 수요 확대 예상","https://biz.chosun.com/topics/topics_social/2026/07/31/3BVHQLUATVCJ5LXHAOBRG2SGNU/?utm_source=naver&utm_medium=original&utm_campaign=biz","","Confirmed","Government Event(Heajung)"
"GOV-007","지역사랑 휴가지원(반값여행) 시범사업","Government Event","","","","","","","","인구감소지역 20개 지자체 대상 / 여행경비 50% 환급 취지","추정/공개 규모","정부지원형 여행비 환급 사업 / 인구감소지역 체류 수요 유발 가능 / 세부 지자체별 운영 일정은 추가 확인 필요","https://korean.visitkorea.or.kr/dgtourcard/tour50.do","","Tentative","Government Event(Heajung)"
"GOV-008","2026 대한민국 반값여행 - 거창","Government Event","2026-07-14","2026-08-31","","","","","2026-07-14 ~ 2026-08-31","","추정/공개 규모","정부지원형 체류 촉진 사업 / 여행경비 50% 지역화폐 환급 / 숙박 수요 전환 가능","https://korean.visitkorea.or.kr/dgtourcard/tour50.do","","Confirmed","Government Event(Heajung)"
"GOV-009","2026 대한민국 반값여행 - 영광","Government Event","2026-08-01","2026-08-31","","","","","2026-08-01 ~ 2026-08-31","","추정/공개 규모","정부지원형 체류 촉진 사업 / 여행경비 50% 지역화폐 환급 / 8월 체류 수요 유입 기대","https://korean.visitkorea.or.kr/dgtourcard/tour50.do","","Confirmed","Government Event(Heajung)"
"GOV-010","2026 대한민국 반값여행 - 합천","Government Event","2026-07-28","2026-08-09","","","","","2026-07-28 ~ 2026-08-09","","추정/공개 규모","정부지원형 체류 촉진 사업 /  단기 집중 수요 가능","https://korean.visitkorea.or.kr/dgtourcard/tour50.do","","Confirmed","Government Event(Heajung)"
"GOV-011","2026 대한민국 반값여행 - 영암","Government Event","2026-08-01","2026-08-31","","","","","2026-08-01 ~ 2026-08-31","","추정/공개 규모","정부지원형 체류 촉진 사업 / 지역화폐 환급","https://korean.visitkorea.or.kr/dgtourcard/tour50.do","","Confirmed","Government Event(Heajung)"
"GOV-012","2026 대한민국 반값여행 - 횡성","Government Event","2026-08-01","2026-09-30","횡성","","횡성","","2026-08-01 ~ 2026-09-30","","추정/공개 규모","정부지원형 체류 촉진 사업 / 9월까지 이어지는 장기 일정","https://korean.visitkorea.or.kr/dgtourcard/tour50.do","","Confirmed","Government Event(Heajung)"
"GOV-013","2026 대한민국 반값여행 - 완도","Government Event","2026-08-01","2026-08-30","","","","","2026-08-01 ~ 2026-08-30","","추정/공개 규모","정부지원형 체류 촉진 사업 / 섬·해양 목적지 체류 수요 유도 가능","https://korean.visitkorea.or.kr/dgtourcard/tour50.do","","Confirmed","Government Event(Heajung)"
"GLO-001","신정","Global Public Holiday","2026-01-01","2026-01-01","한국","","한국","Medium Impact","2026-01-01","","추정/공개 규모","한국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-002","설날 연휴","Global Public Holiday","2026-02-16","2026-02-18","한국","","한국","High Impact","2026-02-16 ~ 2026-02-18","","추정/공개 규모","한국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-003","삼일절","Global Public Holiday","2026-03-01","2026-03-01","한국","","한국","Medium Impact","2026-03-01","","추정/공개 규모","한국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-004","어린이날","Global Public Holiday","2026-05-05","2026-05-05","한국","","한국","Medium Impact","2026-05-05","","추정/공개 규모","한국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-005","부처님오신날","Global Public Holiday","2026-05-24","2026-05-24","한국","","한국","Medium Impact","2026-05-24","","추정/공개 규모","한국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-006","현충일","Global Public Holiday","2026-06-06","2026-06-06","한국","","한국","Medium Impact","2026-06-06","","추정/공개 규모","한국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-007","광복절","Global Public Holiday","2026-08-15","2026-08-15","한국","","한국","Medium Impact","2026-08-15","","추정/공개 규모","한국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-008","추석 연휴","Global Public Holiday","2026-09-24","2026-09-26","한국","","한국","High Impact","2026-09-24 ~ 2026-09-26","","추정/공개 규모","한국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-009","개천절","Global Public Holiday","2026-10-03","2026-10-03","한국","","한국","Medium Impact","2026-10-03","","추정/공개 규모","한국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-010","한글날","Global Public Holiday","2026-10-09","2026-10-09","한국","","한국","Medium Impact","2026-10-09","","추정/공개 규모","한국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-011","크리스마스","Global Public Holiday","2026-12-25","2026-12-25","한국","","한국","Medium Impact","2026-12-25","","추정/공개 규모","한국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-012","신정","Global Public Holiday","2026-01-01","2026-01-01","중국","","중국","","2026-01-01","","추정/공개 규모","중국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-013","춘절","Global Public Holiday","2026-02-16","2026-02-22","중국","","중국","","2026-02-16 ~ 2026-02-22","","추정/공개 규모","중국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-014","청명절","Global Public Holiday","2026-04-05","2026-04-05","중국","","중국","","2026-04-05","","추정/공개 규모","중국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-015","노동절","Global Public Holiday","2026-05-01","2026-05-01","중국","","중국","","2026-05-01","","추정/공개 규모","중국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-016","단오절","Global Public Holiday","2026-06-19","2026-06-19","중국","","중국","","2026-06-19","","추정/공개 규모","중국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-017","중추절","Global Public Holiday","2026-09-25","2026-09-25","중국","","중국","","2026-09-25","","추정/공개 규모","중국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-018","국경절","Global Public Holiday","2026-10-01","2026-10-03","중국","","중국","","2026-10-01 ~ 2026-10-03","","추정/공개 규모","중국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-019","신정","Global Public Holiday","2026-01-01","2026-01-01","일본","","일본","","2026-01-01","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-020","성인의 날","Global Public Holiday","2026-01-12","2026-01-12","일본","","일본","","2026-01-12","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-021","건국기념일","Global Public Holiday","2026-02-11","2026-02-11","일본","","일본","","2026-02-11","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-022","천황 생일","Global Public Holiday","2026-02-23","2026-02-23","일본","","일본","","2026-02-23","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-023","춘분의 날","Global Public Holiday","2026-03-20","2026-03-20","일본","","일본","","2026-03-20","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-024","쇼와의 날","Global Public Holiday","2026-04-29","2026-04-29","일본","","일본","","2026-04-29","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-025","헌법기념일","Global Public Holiday","2026-05-03","2026-05-03","일본","","일본","","2026-05-03","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-026","녹색의 날","Global Public Holiday","2026-05-04","2026-05-04","일본","","일본","","2026-05-04","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-027","어린이날","Global Public Holiday","2026-05-05","2026-05-05","일본","","일본","","2026-05-05","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-028","바다의 날","Global Public Holiday","2026-07-20","2026-07-20","일본","","일본","","2026-07-20","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-029","산의 날","Global Public Holiday","2026-08-11","2026-08-11","일본","","일본","","2026-08-11","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-030","경로의 날","Global Public Holiday","2026-09-21","2026-09-21","일본","","일본","","2026-09-21","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-031","추분의 날","Global Public Holiday","2026-09-23","2026-09-23","일본","","일본","","2026-09-23","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-032","스포츠의 날","Global Public Holiday","2026-10-12","2026-10-12","일본","","일본","","2026-10-12","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-033","문화의 날","Global Public Holiday","2026-11-03","2026-11-03","일본","","일본","","2026-11-03","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-034","근로감사의 날","Global Public Holiday","2026-11-23","2026-11-23","일본","","일본","","2026-11-23","","추정/공개 규모","일본 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-035","신정","Global Public Holiday","2026-01-01","2026-01-01","베트남","","베트남","","2026-01-01","","추정/공개 규모","베트남 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-036","뗏(구정)","Global Public Holiday","2026-02-16","2026-02-20","베트남","","베트남","","2026-02-16 ~ 2026-02-20","","추정/공개 규모","베트남 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-037","훙왕 제삿날","Global Public Holiday","2026-04-26","2026-04-26","베트남","","베트남","","2026-04-26","","추정/공개 규모","베트남 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-038","통일의 날","Global Public Holiday","2026-04-30","2026-04-30","베트남","","베트남","","2026-04-30","","추정/공개 규모","베트남 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-039","노동절","Global Public Holiday","2026-05-01","2026-05-01","베트남","","베트남","","2026-05-01","","추정/공개 규모","베트남 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-040","국경절","Global Public Holiday","2026-09-02","2026-09-02","베트남","","베트남","","2026-09-02","","추정/공개 규모","베트남 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-041","신정","Global Public Holiday","2026-01-01","2026-01-01","태국","","태국","","2026-01-01","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-042","짜끄리의 날","Global Public Holiday","2026-04-06","2026-04-06","태국","","태국","","2026-04-06","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-043","송끄란","Global Public Holiday","2026-04-13","2026-04-15","태국","","태국","","2026-04-13 ~ 2026-04-15","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-044","노동절","Global Public Holiday","2026-05-01","2026-05-01","태국","","태국","","2026-05-01","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-045","마카부차","Global Public Holiday","2026-05-01","2026-05-01","태국","","태국","","2026-05-01","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-046","대관식 기념일","Global Public Holiday","2026-05-04","2026-05-04","태국","","태국","","2026-05-04","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-047","비사카부차","Global Public Holiday","2026-05-31","2026-05-31","태국","","태국","","2026-05-31","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-048","왕비 생일","Global Public Holiday","2026-06-03","2026-06-03","태국","","태국","","2026-06-03","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-049","국왕 생일","Global Public Holiday","2026-07-28","2026-07-28","태국","","태국","","2026-07-28","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-050","어머니날","Global Public Holiday","2026-08-12","2026-08-12","태국","","태국","","2026-08-12","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-051","아살라부차","Global Public Holiday","2026-09-25","2026-09-25","태국","","태국","","2026-09-25","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-052","라마9세 서거일","Global Public Holiday","2026-10-13","2026-10-13","태국","","태국","","2026-10-13","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-053","출랄롱꼰 대왕일","Global Public Holiday","2026-10-23","2026-10-23","태국","","태국","","2026-10-23","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-054","아버지날","Global Public Holiday","2026-12-05","2026-12-05","태국","","태국","","2026-12-05","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-055","헌법의 날","Global Public Holiday","2026-12-10","2026-12-10","태국","","태국","","2026-12-10","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-056","연말","Global Public Holiday","2026-12-31","2026-12-31","태국","","태국","","2026-12-31","","추정/공개 규모","태국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-057","신정","Global Public Holiday","2026-01-01","2026-01-01","미국","","미국","","2026-01-01","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-058","마틴 루터 킹의 날","Global Public Holiday","2026-01-19","2026-01-19","미국","","미국","","2026-01-19","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-059","대통령의 날","Global Public Holiday","2026-02-16","2026-02-16","미국","","미국","","2026-02-16","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-060","현충일","Global Public Holiday","2026-05-25","2026-05-25","미국","","미국","","2026-05-25","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-061","준틴스","Global Public Holiday","2026-06-19","2026-06-19","미국","","미국","","2026-06-19","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-062","독립기념일","Global Public Holiday","2026-07-04","2026-07-04","미국","","미국","","2026-07-04","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-063","노동절","Global Public Holiday","2026-09-07","2026-09-07","미국","","미국","","2026-09-07","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-064","콜럼버스의 날","Global Public Holiday","2026-10-12","2026-10-12","미국","","미국","","2026-10-12","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-065","재향군인의 날","Global Public Holiday","2026-11-11","2026-11-11","미국","","미국","","2026-11-11","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-066","추수감사절","Global Public Holiday","2026-11-26","2026-11-26","미국","","미국","","2026-11-26","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-067","크리스마스","Global Public Holiday","2026-12-25","2026-12-25","미국","","미국","","2026-12-25","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Confirmed","Global Public Holiday(Youri)"
"GLO-068","독립기념일","Global Public Holiday","2026-01-04","2026-01-04","미국","","미국","","2026-01-04","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-069","주현절","Global Public Holiday","2026-01-06","2026-01-06","미국","","미국","","2026-01-06","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-070","승전기념일","Global Public Holiday","2026-01-07","2026-01-07","미국","","미국","","2026-01-07","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-071","정교회 성탄절","Global Public Holiday","2026-01-07","2026-01-07","미국","","미국","","2026-01-07","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-072","성인의 날","Global Public Holiday","2026-01-12","2026-01-12","미국","","미국","","2026-01-12","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-073","타밀 퐁갈","Global Public Holiday","2026-01-15","2026-01-15","미국","","미국","","2026-01-15","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-074","호주의 날","Global Public Holiday","2026-01-26","2026-01-26","미국","","미국","","2026-01-26","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-075","공화국의 날","Global Public Holiday","2026-01-26","2026-01-26","미국","","미국","","2026-01-26","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-076","성 브리짓의 날","Global Public Holiday","2026-02-01","2026-02-01","미국","","미국","","2026-02-01","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-077","연방 영토의 날","Global Public Holiday","2026-02-01","2026-02-01","미국","","미국","","2026-02-01","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
"GLO-078","헌법의 날","Global Public Holiday","2026-02-02","2026-02-02","미국","","미국","","2026-02-02","","추정/공개 규모","미국 공휴일","https://shipdago.com/ko/holidays","","Past","Global Public Holiday(Youri)"
